sentence	token	label
	an	O
	old	O
	man	O
	","	O
	my	O
	name	O
	is	O
	Mr	B-ADLT
	Shingoli	I-ADLT
	who	B-ORG
	thought	O
	that	O
	my	O
	life	O
	has	O
	never	O
	seen	O
	the	O
	youth	O
	display	O
	such	O
	strength	O
	and	O
	participation	O
	in	O
	devlopment	O
	like	O
	i	O
	have	O
	seen	O
	with	O
	my	O
	son	O
	's	O
	organisation	O
	of	O
	the	O
	youth	B-ORG
	Action	I-ORG
	group	I-ORG
	they	O
	are	O
	embracing	O
	innovative	O
	ideas	O
	which	O
	are	O
	in	O
	turn	O
	such	O
	a	O
	lively	O
	solution	O
	to	O
	their	O
	employment	O
	and	O
	only	O
	extension	O
	touching	O
	the	O
	overall	O
	community	O
	problem	O
	of	O
	the	O
	youth	O
	who	B-ORG
	are	O
	the	O
	majority	O
	Mr	B-ADLT
	Shingoli	I-ADLT
	.	O
	stop-x	stop-x
	Japheth	B-MINR
	si	O
	a	O
	boy	O
	who	B-ORG
	was	O
	brought	O
	up	O
	in	O
	a	O
	humble	O
	background	O
	by	O
	his	O
	mother	O
	following	O
	the	O
	death	O
	of	O
	his	O
	father	O
	.	O
	HE	O
	attended	O
	his	O
	primary	O
	scool	O
	and	O
	scored	O
	high	O
	marks	O
	in	O
	his	O
	exams	O
	.	O
	His	O
	mother	O
	had	O
	no	O
	enough	O
	fees	O
	to	O
	support	O
	him	O
	through	O
	his	O
	secondary	O
	education	O
	because	O
	she	O
	was	O
	only	O
	a	O
	small	O
	scale	O
	business	O
	dealer	O
	.	O
	This	O
	made	O
	Japheth	B-MINR
	almost	O
	to	O
	give	O
	p	O
	with	O
	life	O
	as	O
	he	O
	was	O
	seeing	O
	his	O
	dreams	O
	in	O
	life	O
	could	O
	be	O
	shattered	O
	.	O
	He	O
	made	O
	his	O
	mind	O
	to	O
	go	O
	and	O
	look	O
	for	O
	a	O
	well	O
	-	O
	wisher	O
	who	B-ORG
	woulds	O
	support	O
	him	O
	in	O
	his	O
	school	O
	fees	O
	matter	O
	.	O
	He	O
	tried	O
	in	O
	many	O
	organisation	O
	but	O
	it	O
	wa	O
	to	O
	no	O
	avail	O
	Finally	O
	he	O
	attended	O
	an	O
	interview	O
	which	O
	was	O
	being	O
	conducted	O
	by	O
	Equity	B-ORG
	bank	I-ORG
	in	O
	conjunction	O
	with	O
	the	O
	master	O
	-	O
	card	O
	which	O
	were	O
	looking	O
	for	O
	scholars	O
	that	O
	were	O
	needy	O
	.	O
	That	O
	was	O
	the	O
	time	O
	that	O
	luckily	O
	secured	O
	himself	O
	a	O
	chance	O
	as	O
	one	O
	of	O
	the	O
	beneficiaries	O
	of	O
	the	O
	organisation	O
	.	O
	stop-x	stop-x
	In	O
	5	O
	years	O
	ago	O
	before	O
	the	O
	elections	O
	in	O
	2007	O
	we	O
	had	O
	a	O
	an	O
	organization	O
	in	O
	Shinyalu	B-LOC
	contituency	I-LOC
	called	O
	'	O
	LUNAYA	B-ORG
	'	O
	.	O
	I	O
	was	O
	there	O
	since	O
	I	O
	was	O
	born	O
	in	O
	1993	O
	at	O
	Lugala	B-LOC
	village	I-LOC
	.	O
	It	O
	used	O
	to	O
	organize	O
	some	O
	sports	O
	during	O
	december	O
	holidays	O
	on	O
	boxing	O
	day	O
	26th	O
	at	O
	Lugala	B-LOC
	primary	I-LOC
	field	I-LOC
	.	O
	It	O
	use	O
	to	O
	unit	O
	people	O
	of	O
	Kugala	B-LOC
	community	O
	as	O
	well	O
	as	O
	other	O
	people	O
	from	O
	Shinyalu	B-LOC
	.	O
	People	O
	like	O
	Mr.	B-ADLT
	George	I-ADLT
	Murila	I-ADLT
	was	O
	responsible	O
	for	O
	it	O
	.	O
	In	O
	the	O
	year	O
	2006	O
	'	O
	LUNAYA	B-ORG
	'	O
	went	O
	on	O
	to	O
	support	O
	puppils	O
	who	B-ORG
	passed	O
	K.	B-OTHR
	C.	I-OTHR
	P.	I-OTHR
	E	I-OTHR
	to	O
	join	O
	secondary	O
	school	O
	by	O
	paying	O
	for	O
	their	O
	first	O
	term	O
	fee	O
	in	O
	a	O
	high	O
	school	O
	.	O
	In	O
	the	O
	same	O
	year	O
	the	O
	organization	O
	gave	O
	a	O
	medical	O
	offer	O
	by	O
	providing	O
	doctors	O
	from	O
	varies	O
	hospitals	O
	including	O
	Kanyatta	B-ORG
	national	I-ORG
	hospital	I-ORG
	.	O
	They	O
	treated	O
	people	O
	free	O
	at	O
	Shibuye	B-LOC
	sub	I-LOC
	-	I-LOC
	location	I-LOC
	","	O
	Lugala	B-LOC
	and	O
	Ileho	B-LOC
	.	O
	It	O
	even	O
	offer	O
	to	O
	give	O
	wheelchair	O
	to	O
	people	O
	who	B-ORG
	could	O
	not	O
	walk	O
	and	O
	treated	O
	varies	O
	diseases	O
	and	O
	gave	O
	appropriate	O
	medicines	O
	to	O
	the	O
	victims	O
	.	O
	Well	O
	really	O
	thinks	O
	them	O
	for	O
	also	O
	contributing	O
	in	O
	building	O
	our	O
	Friends	O
	church	O
	at	O
	Lugala	B-LOC
	.	O
	stop-x	stop-x
	DAIRY	O
	GOATS	O
	DONATED	O
	TO	O
	WOMEN	O
	About	O
	200	O
	women	O
	from	O
	two	O
	slums	O
	in	O
	meru	B-LOC
	town	O
	benefited	O
	from	O
	a	O
	sh	O
	200	O
	","	O
	0	O
	dairy	O
	goat	O
	project	O
	aimed	O
	at	O
	improving	O
	there	O
	livelihood	O
	the	O
	women	O
	from	O
	mjini	B-LOC
	and	O
	shauri	B-LOC
	yako	I-LOC
	slums	I-LOC
	in	O
	meru	B-LOC
	some	O
	living	O
	with	O
	HIV	O
	/	O
	AIDS	O
	received	O
	exotioc	O
	dairy	O
	goats	O
	from	O
	a	O
	group	O
	of	O
	Scottish	O
	Medical	O
	doctors	O
	operating	O
	under	O
	the	O
	auspices	O
	of	O
	'	O
	Friends	B-ORG
	For	I-ORG
	Meru	I-ORG
	Scotland	I-ORG
	led	O
	by	O
	Dr.	B-ADLT
	Andrew	I-ADLT
	Martin	I-ADLT
	and	O
	Ms	B-ADLT
	Beth	I-ADLT
	Mc	I-ADLT
	Dowall	I-ADLT
	.	O
	stop-x	stop-x
	Once	O
	there	O
	was	O
	this	O
	organization	O
	which	O
	came	O
	to	O
	our	O
	Neighbourhood	O
	to	O
	help	O
	some	O
	of	O
	the	O
	people	O
	who	B-ORG
	were	O
	from	O
	a	O
	disease	O
	which	O
	is	O
	HIV	O
	/	O
	AIDS	O
	.	O
	They	O
	told	O
	them	O
	about	O
	the	O
	new	O
	medicine	O
	that	O
	one	O
	is	O
	surposed	O
	to	O
	take	O
	in	O
	order	O
	for	O
	you	O
	to	O
	continue	O
	living	O
	which	O
	is	O
	the	O
	ARVs	O
	.	O
	this	O
	actually	O
	stands	O
	for	O
	Antiritroviral	O
	Syndrome	O
	.	O
	Above	O
	all	O
	they	O
	encouraged	O
	those	O
	who	B-ORG
	were	O
	discouraged	O
	by	O
	telling	O
	them	O
	that	O
	it	O
	's	O
	not	O
	the	O
	end	O
	of	O
	life	O
	.	O
	One	O
	can	O
	stay	O
	for	O
	long	O
	with	O
	this	O
	disease	O
	without	O
	anybody	O
	knowing	O
	.	O
	Some	O
	of	O
	the	O
	diseased	O
	felt	O
	happy	O
	and	O
	not	O
	forgotten	O
	.	O
	In	O
	as	O
	much	O
	as	O
	they	O
	taught	O
	the	O
	diseased	O
	on	O
	how	O
	to	O
	maintain	O
	their	O
	health	O
	they	O
	also	O
	cautioned	O
	others	O
	about	O
	the	O
	disease	O
	.	O
	They	O
	told	O
	us	O
	that	O
	we	O
	should	O
	avoid	O
	doing	O
	sexual	O
	intercourse	O
	outside	O
	marriage	O
	cause	O
	HIV	O
	/	O
	AIDS	O
	is	O
	spreading	O
	highly	O
	through	O
	this	O
	practise	O
	.	O
	We	O
	were	O
	all	O
	happy	O
	for	O
	what	O
	the	O
	organisation	O
	had	O
	done	O
	by	O
	helping	O
	the	O
	diseased	O
	and	O
	also	O
	teaching	O
	us	O
	more	O
	about	O
	this	O
	tremendous	O
	disease	O
	.	O
	The	O
	diseased	O
	were	O
	happy	O
	of	O
	realising	O
	that	O
	there	O
	is	O
	medicine	O
	which	O
	can	O
	help	O
	them	O
	continue	O
	living	O
	and	O
	staying	O
	healthy	O
	without	O
	people	O
	knowing	O
	.	O
	stop-x	stop-x
	It	O
	is	O
	known	O
	by	O
	most	O
	people	O
	that	O
	problems	O
	are	O
	there	O
	that	O
	are	O
	encoured	O
	in	O
	different	O
	ways	O
	and	O
	need	O
	rightful	O
	solutions	O
	to	O
	free	O
	them	O
	from	O
	those	O
	problems	O
	.	O
	The	O
	wall	O
	known	O
	Muraka	B-LOC
	Community	I-LOC
	was	O
	on	O
	e	O
	of	O
	the	O
	unfortunate	O
	Community	O
	that	O
	was	O
	faced	O
	with	O
	a	O
	fire	O
	disaster	O
	problem	O
	","	O
	that	O
	occcured	O
	in	O
	1999	O
	on	O
	the	O
	4th	O
	of	O
	June	O
	at	O
	night	O
	.	O
	It	O
	caused	O
	Mars	O
	death	O
	of	O
	people	O
	","	O
	destruction	O
	of	O
	property	O
	and	O
	loss	O
	of	O
	shelter	O
	to	O
	most	O
	of	O
	the	O
	villagers	O
	.	O
	It	O
	left	O
	many	O
	orphans	O
	","	O
	widows	O
	and	O
	others	O
	vulnerable	O
	.	O
	Up	O
	to	O
	date	O
	the	O
	cause	O
	of	O
	the	O
	dangerous	O
	inferno	O
	is	O
	not	O
	known	O
	by	O
	anyone	O
	neither	O
	big	O
	nor	O
	small	O
	and	O
	so	O
	it	O
	is	O
	a	O
	fairy	O
	tale	O
	to	O
	all	O
	.	O
	By	O
	good	O
	luck	O
	we	O
	had	O
	a	O
	neighbour	O
	who	B-ORG
	was	O
	a	O
	worker	O
	at	O
	the	O
	UNHCR	B-ORG
	organisation	O
	so	O
	he	O
	informed	O
	them	O
	and	O
	so	O
	they	O
	came	O
	and	O
	actually	O
	they	O
	gave	O
	us	O
	much	O
	support	O
	by	O
	aiding	O
	us	O
	with	O
	food	O
	shelter	O
	that	O
	were	O
	tents	O
	and	O
	clothings	O
	.	O
	All	O
	in	O
	all	O
	my	O
	gratitude	O
	goes	O
	to	O
	the	O
	UNHCR	B-ORG
	organisation	O
	that	O
	intervened	O
	in	O
	our	O
	situation	O
	that	O
	had	O
	developed	O
	to	O
	be	O
	a	O
	dillema	O
	and	O
	by	O
	so	O
	continue	O
	helping	O
	the	O
	needy	O
	and	O
	those	O
	in	O
	trouble	O
	like	O
	we	O
	were	O
	.	O
	stop-x	stop-x
	Pan	B-ORG
	Africa	I-ORG
	mentoring	I-ORG
	and	I-ORG
	learning	I-ORG
	organization	I-ORG
	was	O
	a	O
	creation	O
	of	O
	a	O
	very	O
	able	O
	leadership	O
	of	O
	professor	B-ADLT
	Olubayi	I-ADLT
	.	O
	Olubayi	B-ADLT
	was	O
	born	O
	and	O
	grew	O
	up	O
	in	O
	teso	B-LOC
	district	I-LOC
	he	O
	has	O
	nevertheless	O
	remained	O
	very	O
	committed	O
	to	O
	improving	O
	the	O
	level	O
	of	O
	education	O
	of	O
	the	O
	iteso	B-ORG
	children	O
	in	O
	particular	O
	as	O
	his	O
	plough	O
	back	O
	to	O
	through	O
	community	O
	and	O
	his	O
	contribution	O
	and	O
	participation	O
	of	O
	a	O
	global	O
	citizen	O
	.	O
	Professor	B-ADLT
	Olubayi	I-ADLT
	believed	O
	that	O
	the	O
	community	O
	need	O
	to	O
	learn	O
	and	O
	understand	O
	Mathematics	O
	and	O
	English	O
	in	O
	order	O
	to	O
	excel	O
	in	O
	their	O
	future	O
	academic	O
	prospects	O
	Pan	B-ORG
	Africa	I-ORG
	mentoring	I-ORG
	and	I-ORG
	learning	I-ORG
	organization	I-ORG
	sponsors	O
	groups	O
	have	O
	encouraged	O
	the	O
	community	O
	to	O
	come	O
	up	O
	with	O
	ideas	O
	aimed	O
	at	O
	making	O
	the	O
	organization	O
	a	O
	tool	O
	of	O
	education	O
	excellence	O
	has	O
	now	O
	attracted	O
	a	O
	group	O
	of	O
	talented	O
	people	O
	who	B-ORG
	are	O
	determined	O
	to	O
	realize	O
	organization	O
	dreams	O
	to	O
	succeed	O
	this	O
	young	O
	team	O
	will	O
	need	O
	support	O
	of	O
	all	O
	of	O
	us	O
	.	O
	stop-x	stop-x
	Charles	B-ADLT
	Washiali	I-ADLT
	Omutimba	I-ADLT
	was	O
	a	O
	very	O
	poor	O
	boy	O
	compared	O
	to	O
	any	O
	body	O
	else	O
	you	O
	could	O
	imagine	O
	of	O
	.	O
	He	O
	was	O
	a	O
	bright	O
	student	O
	at	O
	primary	O
	level	O
	and	O
	pursued	O
	her	O
	education	O
	and	O
	passed	O
	highly	O
	at	O
	Shitoto	B-ORG
	Primary	I-ORG
	school	I-ORG
	.	O
	He	O
	was	O
	called	O
	to	O
	join	O
	Nyang'ori	B-ORG
	High	I-ORG
	School	I-ORG
	.	O
	At	O
	first	O
	","	O
	his	O
	chance	O
	to	O
	join	O
	a	O
	high	O
	school	O
	was	O
	being	O
	wasted	O
	up	O
	because	O
	he	O
	lacked	O
	the	O
	shopping	O
	and	O
	the	O
	school	O
	fees	O
	altogether	O
	.	O
	Fortunately	O
	","	O
	the	O
	doors	O
	opened	O
	up	O
	and	O
	a	O
	person	O
	devoted	O
	to	O
	pay	O
	his	O
	school	O
	fees	O
	.	O
	He	O
	successfully	O
	schooled	O
	at	O
	Nyang'ori	B-ORG
	until	O
	he	O
	reached	O
	form	O
	four	O
	.	O
	When	O
	he	O
	sat	O
	for	O
	his	O
	Kenya	B-OTHR
	Certificate	I-OTHR
	of	I-OTHR
	Secondary	I-OTHR
	Education	I-OTHR
	(	I-OTHR
	K.	I-OTHR
	C.	I-OTHR
	S.	I-OTHR
	E.	I-OTHR
	)	I-OTHR
	he	O
	passed	O
	and	O
	got	O
	a	O
	B+	O
	.	O
	Omutimba	B-ADLT
	lucky	O
	enough	O
	the	O
	sponsor	O
	once	O
	again	O
	devoted	O
	to	O
	pay	O
	his	O
	school	O
	fees	O
	with	O
	some	O
	help	O
	from	O
	Higher	B-ORG
	Education	I-ORG
	Loans	I-ORG
	Board	I-ORG
	(	I-ORG
	H.	I-ORG
	E.	I-ORG
	L.	I-ORG
	B.	I-ORG
	)	I-ORG
	.	O
	Again	O
	he	O
	successfully	O
	finished	O
	his	O
	course	O
	study	O
	and	O
	graduated	O
	to	O
	become	O
	a	O
	high	O
	school	O
	teacher	O
	at	O
	Got	O
	-	O
	Rateng	B-ORG
	High	I-ORG
	School	I-ORG
	in	O
	Kissi	B-LOC
	.	O
	Omutimba	B-ADLT
	's	O
	life	O
	gradually	O
	began	O
	changing	O
	from	O
	that	O
	time	O
	he	O
	was	O
	employed	O
	till	O
	now	O
	.	O
	He	O
	has	O
	married	O
	an	O
	educated	O
	working	O
	woman	O
	who	B-ORG
	has	O
	also	O
	boosted	O
	his	O
	life	O
	highly	O
	.	O
	At	O
	this	O
	time	O
	","	O
	he	O
	has	O
	gone	O
	for	O
	further	O
	studies	O
	in	O
	Kenyatta	B-ORG
	University	I-ORG
	to	O
	pursue	O
	Masters	O
	degree	O
	.	O
	stop-x	stop-x
	I	O
	had	O
	my	O
	very	O
	best	O
	friend	O
	known	O
	as	O
	Opati	B-ADLT
	.	O
	He	O
	lived	O
	some	O
	metres	O
	away	O
	from	O
	our	O
	home	O
	.	O
	He	O
	dropped	O
	out	O
	of	O
	school	O
	when	O
	still	O
	in	O
	class	O
	seven	O
	because	O
	of	O
	peer	O
	influence	O
	from	O
	his	O
	friends	O
	.	O
	His	O
	behaviour	O
	comenced	O
	changing	O
	changing	O
	as	O
	he	O
	was	O
	being	O
	spoilt	O
	by	O
	his	O
	fellow	O
	classmate	O
	who	B-ORG
	also	O
	dropped	O
	shool	O
	the	O
	same	O
	year	O
	.	O
	Opati	B-ADLT
	never	O
	understood	O
	the	O
	eminent	O
	quip	O
	that	O
	states	O
	bad	O
	company	O
	ruins	O
	good	O
	morals	O
	.	O
	They	O
	engaged	O
	in	O
	drugs	O
	taking	O
	that	O
	lasted	O
	for	O
	a	O
	very	O
	long	O
	time	O
	.	O
	My	O
	friendship	O
	with	O
	him	O
	was	O
	made	O
	to	O
	stop	O
	because	O
	of	O
	his	O
	bad	O
	behaviour	O
	.	O
	One	O
	afternoon	O
	I	O
	was	O
	coming	O
	from	O
	town	O
	when	O
	I	O
	saw	O
	a	O
	crowd	O
	of	O
	people	O
	besides	O
	the	O
	highway	O
	.	O
	I	O
	was	O
	attracted	O
	and	O
	went	O
	to	O
	get	O
	the	O
	information	O
	little	O
	did	O
	i	O
	know	O
	that	O
	curiosity	O
	killed	O
	a	O
	cat	O
	.	O
	When	O
	I	O
	reached	O
	the	O
	place	O
	i	O
	found	O
	Opati	B-ADLT
	my	O
	friend	O
	had	O
	been	O
	handcuffed	O
	was	O
	being	O
	tought	O
	on	O
	how	O
	to	O
	live	O
	in	O
	the	O
	society	O
	.	O
	I	O
	wondered	O
	and	O
	almost	O
	laughed	O
	because	O
	Opati	B-ADLT
	was	O
	s	O
	thief	O
	and	O
	not	O
	being	O
	beaten	O
	by	O
	furious	O
	villagers	O
	but	O
	was	O
	being	O
	adviced	O
	.	O
	After	O
	advicing	O
	and	O
	giving	O
	him	O
	wise	O
	words	O
	he	O
	was	O
	left	O
	and	O
	went	O
	home	O
	.	O
	From	O
	that	O
	day	O
	","	O
	Opati	B-ADLT
	was	O
	transformed	O
	and	O
	become	O
	different	O
	.	O
	stop-x	stop-x
	Education	O
	is	O
	one	O
	basic	O
	need	O
	to	O
	many	O
	people	O
	in	O
	Kenya	B-LOC
	he	O
	free	O
	Primary	O
	Education	O
	has	O
	helped	O
	a	O
	few	O
	to	O
	gain	O
	the	O
	knowledge	O
	taught	O
	in	O
	class	O
	.	O
	However	O
	","	O
	Secondary	O
	and	O
	higher	O
	education	O
	is	O
	a	O
	burden	O
	to	O
	many	O
	families	O
	in	O
	Eshabwali	B-LOC
	village	I-LOC
	East	I-LOC
	Kisia	I-LOC
	.	O
	Many	O
	young	O
	people	O
	perfoms	O
	very	O
	well	O
	but	O
	lack	O
	fee	O
	to	O
	join	O
	high	O
	school	O
	or	O
	universities	O
	colleges	O
	.	O
	The	O
	dream	O
	of	O
	a	O
	few	O
	have	O
	come	O
	to	O
	pass	O
	from	O
	the	O
	pit	O
	of	O
	one	O
	individual	O
	who	B-ORG
	have	O
	managed	O
	to	O
	sponsor	O
	them	O
	.	O
	Mr	B-ADLT
	Bill	I-ADLT
	have	O
	sponsored	O
	one	O
	student	O
	from	O
	Butere	B-LOC
	boys	O
	to	O
	join	O
	Moi	B-ORG
	University	I-ORG
	pursuing	O
	degree	O
	in	O
	Education	O
	currently	O
	two	O
	girls	O
	in	O
	high	O
	school	O
	one	O
	at	O
	Bunyore	B-ORG
	and	O
	another	O
	at	O
	Bulimbo	B-ORG
	Girls	I-ORG
	.	O
	He	O
	is	O
	also	O
	among	O
	the	O
	commitee	O
	assisting	O
	in	O
	building	O
	of	O
	Kansombero	B-ORG
	secondary	I-ORG
	school	I-ORG
	and	O
	Eshabwali	B-ORG
	polytechnique	I-ORG
	.	O
	stop-x	stop-x
	There	O
	lived	O
	a	O
	girl	O
	in	O
	suba	B-LOC
	district	I-LOC
	who	B-ORG
	was	O
	an	O
	orphan	O
	.	O
	She	O
	was	O
	called	O
	Julia	B-MINR
	.	O
	After	O
	her	O
	parent	O
	death	O
	she	O
	went	O
	to	O
	live	O
	with	O
	her	O
	aunt	O
	in	O
	suba	B-LOC
	town	I-LOC
	.	O
	While	O
	there	O
	things	O
	were	O
	not	O
	good	O
	for	O
	her	O
	aunt	O
	in	O
	suba	B-LOC
	to	O
	work	O
	every	O
	chores	O
	to	O
	death	O
	.	O
	Since	O
	her	O
	aunt	O
	had	O
	warned	O
	her	O
	of	O
	going	O
	to	O
	school	O
	","	O
	she	O
	had	O
	no	O
	choice	O
	but	O
	obey	O
	.	O
	Impressed	O
	.	O
	So	O
	one	O
	of	O
	the	O
	neirgbours	O
	decided	O
	to	O
	take	O
	action	O
	against	O
	","	O
	her	O
	aunt	O
	.	O
	She	O
	went	O
	to	O
	one	O
	of	O
	the	O
	organisation	O
	that	O
	fight	O
	for	O
	human	O
	rights	O
	especially	O
	children	O
	called	O
	FIDA	B-ORG
	.	O
	and	O
	reported	O
	the	O
	matter	O
	.	O
	Immediately	O
	the	O
	organisation	O
	responded	O
	well	O
	to	O
	the	O
	matter	O
	by	O
	taking	O
	Julia	B-MINR
	back	O
	to	O
	school	O
	to	O
	finish	O
	her	O
	education	O
	and	O
	even	O
	gave	O
	her	O
	what	O
	she	O
	needed	O
	.	O
	As	O
	for	O
	her	O
	aunt	O
	","	O
	She	O
	was	O
	arrested	O
	","	O
	pressed	O
	charges	O
	and	O
	was	O
	taken	O
	to	O
	court	O
	.	O
	At	O
	the	O
	court	O
	she	O
	was	O
	found	O
	guilty	O
	and	O
	was	O
	imprisoned	O
	.	O
	So	O
	Julia	B-MINR
	finished	O
	her	O
	education	O
	and	O
	became	O
	the	O
	best	O
	lawyer	O
	as	O
	well	O
	as	O
	news	O
	anchor	O
	in	O
	the	O
	education	O
	and	O
	life	O
	.	O
	She	O
	was	O
	also	O
	arole	O
	model	O
	to	O
	others	O
	.	O
	stop-x	stop-x
	I	O
	once	O
	remember	O
	a	O
	certain	O
	organization	O
	changed	O
	our	O
	lives	O
	in	O
	a	O
	while	O
	in	O
	my	O
	community	O
	.	O
	Rush	B-ORG
	","	O
	meaning	O
	reaching	B-ORG
	the	I-ORG
	unreached	I-ORG
	through	I-ORG
	self-	I-ORG
	Help	I-ORG
	is	O
	an	O
	organisation	O
	that	O
	still	O
	exists	O
	upto	O
	now	O
	one	O
	day	O
	the	O
	leard	O
	mr	B-ADLT
	.	I-ADLT
	omukowa	I-ADLT
	with	O
	his	O
	friends	O
	from	O
	london	B-LOC
	","	O
	distributed	O
	alot	O
	of	O
	things	O
	to	O
	the	O
	needy	O
	.	O
	They	O
	gave	O
	as	O
	clothes	O
	","	O
	food	O
	and	O
	many	O
	other	O
	things	O
	.	O
	Those	O
	who	B-ORG
	had	O
	young	O
	kids	O
	were	O
	taken	O
	to	O
	rush	B-ORG
	ACADEMY	I-ORG
	to	O
	learn	O
	there	O
	freely	O
	.	O
	For	O
	those	O
	who	B-ORG
	has	O
	finished	O
	secondary	O
	education	O
	were	O
	taken	O
	to	O
	colleges	O
	and	O
	universities	O
	.	O
	Mr	O
	and	O
	Mrs.	B-ADLT
	Amutowa	I-ADLT
	also	O
	gave	O
	us	O
	chances	O
	to	O
	talk	O
	with	O
	their	O
	visitors	O
	in	O
	lodon	O
	.	O
	I	O
	managed	O
	to	O
	make	O
	friends	O
	with	O
	one	O
	by	O
	name	O
	Joan	B-ADLT
	.	O
	She	O
	was	O
	a	O
	pleasant	O
	woman	O
	who	B-ORG
	fights	O
	for	O
	the	O
	rights	O
	of	O
	a	O
	child	O
	.	O
	She	O
	taught	O
	us	O
	many	O
	things	O
	about	O
	their	O
	country	O
	.	O
	She	O
	came	O
	out	O
	with	O
	her	O
	own	O
	project	O
	and	O
	said	O
	that	O
	as	O
	long	O
	as	O
	she	O
	was	O
	hear	O
	she	O
	could	O
	visit	O
	our	O
	homes	O
	.	O
	I	O
	was	O
	very	O
	happy	O
	when	O
	she	O
	called	O
	me	O
	on	O
	phone	O
	and	O
	said	O
	that	O
	i	O
	prepare	O
	she	O
	was	O
	coming	O
	.	O
	Finally	O
	she	O
	visited	O
	my	O
	home	O
	area	O
	.	O
	The	O
	Rush	B-ORG
	project	I-ORG
	has	O
	really	O
	helped	O
	us	O
	and	O
	if	O
	is	O
	still	O
	helping	O
	many	O
	others	O
	.	O
	I	O
	was	O
	really	O
	inspired	O
	by	O
	that	O
	funtastic	O
	moment	O
	in	O
	my	O
	life	O
	.	O
	stop-x	stop-x
	CHILD	O
	LABOUR	O
	besides	O
	other	O
	vices	O
	stands	O
	out	O
	to	O
	be	O
	the	O
	highest	O
	level	O
	of	O
	child	O
	abuse	O
	in	O
	Busia	B-LOC
	county	I-LOC
	.	O
	The	O
	traders	O
	and	O
	entrepreneurs	O
	take	O
	advantage	O
	of	O
	poor	O
	children	O
	at	O
	the	O
	expense	O
	of	O
	their	O
	education	O
	.	O
	Long	B-ORG
	Distance	I-ORG
	Truck	I-ORG
	Drivers	I-ORG
	(	I-ORG
	LDTDA	I-ORG
	)	I-ORG
	took	O
	the	O
	initiative	O
	to	O
	arrest	O
	the	O
	illegitimate	O
	traders	O
	and	O
	these	O
	s	O
	children	O
	who	B-ORG
	were	O
	arrested	O
	and	O
	taken	O
	back	O
	to	O
	schools	O
	and	O
	orphanages	O
	.	O
	As	O
	a	O
	result	O
	","	O
	there	O
	is	O
	currently	O
	a	O
	reduction	O
	of	O
	child	O
	labour	O
	.	O
	stop-x	stop-x
	I	O
	am	O
	Mr.	O
	Paul	B-ADLT
	Angatia	I-ADLT
	.	O
	I	O
	have	O
	a	O
	few	O
	children	O
	in	O
	Ingavira	B-ORG
	Precious	I-ORG
	Academy	I-ORG
	of	O
	whom	O
	Misiko	B-MINR
	Amunga	I-MINR
	is	O
	one	O
	.	O
	Masiko	B-MINR
	is	O
	currently	O
	in	O
	class	O
	4	O
	and	O
	working	O
	very	O
	hard	O
	.	O
	I	O
	have	O
	seen	O
	so	O
	much	O
	that	O
	this	O
	school	O
	can	O
	do	O
	.	O
	Since	O
	few	O
	of	O
	my	O
	children	O
	are	O
	in	O
	the	O
	school	O
	I	O
	have	O
	the	O
	loans	O
	standing	O
	to	O
	express	O
	great	O
	contribution	O
	to	O
	the	O
	development	O
	of	O
	our	O
	community	O
	.	O
	It	O
	this	O
	school	O
	can	O
	get	O
	support	O
	from	O
	funding	O
	Agencies	O
	","	O
	it	O
	can	O
	really	O
	go	O
	far	O
	to	O
	take	O
	pur	O
	community	O
	to	O
	the	O
	next	O
	level	O
	.	O
	stop-x	stop-x
	I	O
	am	O
	Grace	B-ADLT
	Wakukha	I-ADLT
	","	O
	The	O
	wife	O
	of	O
	Mr.	B-ADLT
	Abraham	I-ADLT
	Wakukha	I-ADLT
	who	B-ORG
	is	O
	a	O
	member	O
	of	O
	the	O
	Youth	B-ORG
	Action	I-ORG
	Group	I-ORG
	in	O
	Kakamega	B-LOC
	East	I-LOC
	district	I-LOC
	.	O
	When	O
	my	O
	beloved	O
	husband	O
	made	O
	the	O
	prudent	O
	decision	O
	to	O
	join	O
	this	O
	innovative	O
	Group	O
	","	O
	we	O
	had	O
	no	O
	foresight	O
	to	O
	detect	O
	that	O
	beauty	O
	and	O
	hope	O
	lay	O
	in	O
	store	O
	for	O
	us	O
	in	O
	patience	O
	.	O
	But	O
	5	O
	years	O
	down	O
	the	O
	line	O
	have	O
	proved	O
	him	O
	right	O
	.	O
	We	O
	are	O
	able	O
	to	O
	look	O
	back	O
	and	O
	with	O
	full	O
	notice	O
	of	O
	the	O
	clear	O
	evidence	O
	of	O
	social	O
	","	O
	physical	O
	and	O
	economic	O
	gains	O
	only	O
	thank	O
	God	O
	as	O
	we	O
	rejoice	O
	.	O
	Our	O
	children	O
	are	O
	in	O
	school	O
	courtesy	O
	of	O
	the	O
	specific	O
	support	O
	we	O
	have	O
	realized	O
	from	O
	this	O
	organization	O
	.	O
	stop-x	stop-x
	My	O
	name	O
	is	O
	Jennifer	B-ADLT
	Singiri	I-ADLT
	","	O
	the	O
	sister	O
	to	O
	one	O
	of	O
	the	O
	members	O
	of	O
	the	O
	Youth	B-ORG
	Action	I-ORG
	Group	I-ORG
	in	O
	Kakamega	B-LOC
	East	I-LOC
	district	I-LOC
	.	O
	My	O
	brother	O
	Apolo	B-MINR
	Singiri	I-MINR
	is	O
